recordid,recordtype,countrycode,yearweek,survtype,indicator,age,value,denominator,validFrom
533591380,INFLCLIN,NL,2022-W43,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ARIcases,total,0,0,-
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,0-4,6,6799,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,5-14,2,13260,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,15-64,9,90566,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,65+,5,23781,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591380,INFLCLIN,NL,2022-W43,STL,ILIcases,total,22,134406,-
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ARIcases,total,0,0,-
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,0-4,13,7296,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,5-14,3,14236,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,15-64,13,96736,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,65+,4,25464,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591381,INFLCLIN,NL,2022-W44,STL,ILIcases,total,33,143732,-
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ARIcases,total,0,0,-
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,0-4,6,6089,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,5-14,4,12362,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,15-64,11,85143,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,65+,4,22893,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591382,INFLCLIN,NL,2022-W45,STL,ILIcases,total,25,126487,-
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ARIcases,total,0,0,-
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,0-4,9,6112,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,5-14,2,13052,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,15-64,4,88286,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,65+,5,25015,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591383,INFLCLIN,NL,2022-W46,STL,ILIcases,total,20,132465,-
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ARIcases,total,0,0,-
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,0-4,10,6111,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,5-14,6,13076,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,15-64,13,88135,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,65+,5,25015,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591384,INFLCLIN,NL,2022-W47,STL,ILIcases,total,34,132337,-
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ARIcases,total,0,0,-
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,0-4,13,6389,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,5-14,2,13787,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,15-64,16,91900,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,65+,7,25982,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591385,INFLCLIN,NL,2022-W48,STL,ILIcases,total,38,138058,-
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ARIcases,total,0,0,-
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,0-4,7,6272,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,5-14,5,13519,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,15-64,19,89966,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,65+,10,25127,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591386,INFLCLIN,NL,2022-W49,STL,ILIcases,total,41,134884,-
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ARIcases,total,0,0,-
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,0-4,12,5543,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,5-14,7,11827,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,15-64,32,82576,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,65+,14,22983,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591387,INFLCLIN,NL,2022-W50,STL,ILIcases,total,65,122929,-
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ARIcases,total,0,0,-
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,0-4,10,3928,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,5-14,16,8490,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,15-64,24,54875,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,65+,8,18201,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591388,INFLCLIN,NL,2022-W51,STL,ILIcases,total,58,85494,-
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ARIcases,total,0,0,-
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,0-4,12,3887,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,5-14,9,8474,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,15-64,28,54943,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,65+,7,17714,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591389,INFLCLIN,NL,2022-W52,STL,ILIcases,total,56,85018,-
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ARIcases,total,0,0,-
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,0-4,4,4518,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,5-14,7,9450,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,15-64,68,69512,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,65+,23,19624,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591390,INFLCLIN,NL,2023-W01,STL,ILIcases,total,102,103104,-
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ARIcases,total,0,0,-
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,0-4,8,3859,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,5-14,2,8340,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,15-64,29,62036,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,65+,21,18091,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591391,INFLCLIN,NL,2023-W02,STL,ILIcases,total,60,92326,-
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ARIcases,total,0,0,-
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,0-4,8,4220,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,5-14,3,9013,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,15-64,17,66899,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,65+,6,19148,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591392,INFLCLIN,NL,2023-W03,STL,ILIcases,total,34,99280,-
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ARIcases,total,0,0,-
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,0-4,6,3859,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,5-14,4,8340,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,15-64,17,62036,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,65+,6,18091,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591393,INFLCLIN,NL,2023-W04,STL,ILIcases,total,33,92326,-
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ARIcases,total,0,0,-
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,0-4,7,3859,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,5-14,8,8340,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,15-64,18,62036,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,65+,2,18091,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591394,INFLCLIN,NL,2023-W05,STL,ILIcases,total,35,92326,-
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ARIcases,total,0,0,-
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,0-4,4,4051,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,5-14,6,8739,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,15-64,19,64079,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,65+,7,18398,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591395,INFLCLIN,NL,2023-W06,STL,ILIcases,total,36,95267,-
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,0-4,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,5-14,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,15-64,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,65+,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,unk,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ARIcases,total,0,0,-
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,0-4,3,4220,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,5-14,1,9013,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,15-64,34,66899,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,65+,10,19148,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,unk,0,0,2023-02-22 15:52:00
533591396,INFLCLIN,NL,2023-W07,STL,ILIcases,total,48,99280,-
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ARIcases,total,0,0,-
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,0-4,45,298168,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,5-14,15,666194,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,15-64,658,3655043,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,65+,49,998236,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997600,INFLCLIN,NO,2021-W40,STL,ILIcases,total,767,5617641,-
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ARIcases,total,0,0,-
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,0-4,37,297534,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,5-14,17,664990,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,15-64,774,3648863,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,65+,72,996891,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997601,INFLCLIN,NO,2021-W41,STL,ILIcases,total,900,5608278,-
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ARIcases,total,0,0,-
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,0-4,41,298417,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,5-14,23,667177,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,15-64,965,3661297,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,65+,85,1000632,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997602,INFLCLIN,NO,2021-W42,STL,ILIcases,total,1114,5627523,-
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ARIcases,total,0,0,-
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,0-4,43,297929,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,5-14,21,666301,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,15-64,1062,3656918,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,65+,82,999779,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997603,INFLCLIN,NO,2021-W43,STL,ILIcases,total,1208,5620927,-
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ARIcases,total,0,0,-
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,0-4,60,297784,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,5-14,28,666191,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,15-64,1146,3656742,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,65+,90,1000075,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997604,INFLCLIN,NO,2021-W44,STL,ILIcases,total,1324,5620792,-
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ARIcases,total,0,0,-
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,0-4,40,298910,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,5-14,31,668926,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,15-64,1112,3672185,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,65+,82,1004644,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
479997605,INFLCLIN,NO,2021-W45,STL,ILIcases,total,1265,5644665,-
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,0-4,0,0,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,5-14,0,0,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,15-64,0,0,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,65+,0,0,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,unk,0,0,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ARIcases,total,0,0,-
479997606,INFLCLIN,NO,2021-W46,STL,ILIcases,0-4,26,299107,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ILIcases,5-14,34,669582,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ILIcases,15-64,1079,3676216,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ILIcases,65+,57,1006092,2022-05-25 23:04:00
479997606,INFLCLIN,NO,2021-W46,STL,ILIcases,unk,0,0,2022-05-25 23:04:00
